,date,google_compound,google_sentiment,amazon_compound,amazon_sentiment,fb_compound,fb_neg,fb_neu,fb_pos,fb_sentiment,tsla_compound,tsla_sentiment,em_tweets3_compound,em_tweets3_sentiment
178,2017-07-13,0.4588,1,0.3795,1,0.0,0.0,3.0,0.0,-1,0.4224000000000001,1,1.9847,1
179,2017-07-14,1.1185,1,0.7942,1,0.4588,0.0,1.75,0.25,1,-0.3182,-1,4.8664,1
180,2017-07-19,1.3857,1,0.8123,1,1.8383,0.231,5.6869999999999985,1.082,1,0.4423,1,0.1655,1
181,2017-07-20,0.7579,1,1.6083999999999998,1,0.7184,0.0,1.6669999999999998,0.33299999999999996,1,0.2035,1,4.0906,1
182,2017-07-21,-0.536,-1,0.6611,1,-0.536,0.333,2.667,0.0,-1,0.4588,1,2.5988,1
183,2017-07-25,2.1087,1,1.2645,1,0.8298,0.0,7.332999999999999,0.667,1,0.0,-1,1.4299,1
184,2017-07-28,-0.3818,-1,-1.0488,-1,0.0,0.0,1.0,0.0,-1,0.0,-1,1.0431,1
185,2017-07-31,-0.030700000000000064,-1,1.0889,1,0.12429999999999995,0.941,6.242999999999999,0.8160000000000001,1,2.1359,1,1.2703,1
186,2017-08-01,1.6222,1,2.543,1,0.4019,0.0,1.8030000000000002,0.19699999999999998,1,0.4588,1,0.6369,1
187,2017-08-05,0.0,-1,0.0,-1,0.0,0.0,1.0,0.0,-1,0.0,-1,1.7698,1
188,2017-08-10,0.25,1,0.6058,1,-0.5423,0.29,1.71,0.0,-1,0.0,-1,0.3804,1
189,2017-08-11,-0.4031,-1,-0.9128,-1,0.9176,0.0,2.321,0.679,1,-0.7547999999999999,-1,2.1648,1
190,2017-08-14,-0.1027,-1,1.972,1,0.29600000000000004,0.0,2.833,0.16699999999999998,1,0.3182,1,3.2545,1
191,2017-08-18,1.2311,1,0.4588,1,0.4588,0.0,2.727,0.273,1,0.0,-1,-0.09950000000000003,-1
192,2017-08-23,0.25,1,2.3578,1,-0.4588,0.33299999999999996,2.667,0.0,-1,0.4939,1,2.211,1
193,2017-08-25,-0.5391,-1,1.9015,1,0.3487,0.14300000000000002,1.642,0.215,1,0.8379000000000001,1,0.5532999999999999,1
194,2017-08-29,1.2167,1,0.13940000000000002,1,-0.0516,0.28600000000000003,1.714,0.0,-1,-0.29600000000000004,-1,0.25,1
195,2017-08-30,-0.6445,-1,1.1884,1,-0.5423,0.39,0.44,0.17,-1,0.6204,1,0.6729999999999999,1
196,2017-08-31,0.4588,1,1.4575999999999998,1,0.4263,0.311,2.253,0.436,1,0.0,-1,0.5688,1
197,2017-09-12,-1.0726,-1,1.5419999999999998,1,-0.1027,0.09699999999999999,2.903,0.0,-1,0.4404,1,0.4019,1
198,2017-09-13,0.539,1,0.8705999999999998,1,-0.7547999999999999,0.655,3.345,0.0,-1,-0.34589999999999993,-1,0.2263,1
199,2017-09-14,0.03789999999999999,1,0.4579,1,-0.5991,0.434,2.438,0.127,-1,0.0,-1,0.5549999999999999,1
200,2017-09-15,-0.7585999999999999,-1,0.8957999999999999,1,1.3749,0.0,2.08,0.92,1,0.0,-1,0.4588,1
201,2017-09-19,-0.68,-1,1.5792000000000002,1,0.0,0.0,3.0,0.0,-1,-0.3182,-1,0.3182,1
202,2017-09-20,2.1682,1,1.9593,1,0.7769999999999999,0.0,1.463,0.537,1,1.5773,1,0.4789,1
203,2017-09-25,0.2749000000000001,1,0.5246,1,-1.4365,1.227,4.421,0.35200000000000004,-1,0.0,-1,0.9499,1
204,2017-09-26,1.6724,1,0.431,1,0.9465,0.6779999999999999,6.391000000000001,0.9309999999999999,1,0.4588,1,1.7412999999999998,1
205,2017-09-27,0.8280999999999998,1,2.5416000000000003,1,1.0337,0.0,2.423,0.5770000000000001,1,-0.5574,-1,0.2263,1
206,2017-09-28,0.7513,1,0.6885000000000001,1,1.1074,0.0,2.549,0.451,1,0.0,-1,1.2932,1
207,2017-09-29,0.0,-1,0.5802,1,0.2023,0.0,0.87,0.13,1,1.6685,1,1.4043,1
208,2017-10-02,0.5364000000000001,1,0.0,-1,0.3818,0.0,5.776,0.22399999999999998,1,1.3095,1,0.2669,1
209,2017-10-04,0.25649999999999995,1,0.7899000000000002,1,-0.4588,0.3,1.7,0.0,-1,0.8232999999999999,1,0.0,-1
210,2017-10-05,0.12730000000000002,1,0.7376,1,0.1531,0.0,0.8490000000000001,0.151,1,0.3818,1,3.8363,1
211,2017-10-06,-0.32399999999999995,-1,0.9147,1,-0.4012,0.396,1.4240000000000002,0.179,-1,0.4019,1,1.0815,1
212,2017-10-09,0.7175,1,0.9675,1,0.0,0.0,1.0,0.0,-1,0.3657,1,0.0,-1
213,2017-10-11,1.0304,1,2.3461,1,-0.5607000000000001,0.7360000000000001,4.713,0.551,-1,0.02280000000000004,1,-0.3566,-1
214,2017-10-12,1.2932,1,2.3856,1,-0.4971,0.30200000000000005,4.587,0.111,-1,0.0,-1,2.0717,1
215,2017-10-18,0.7837,1,0.03549999999999992,1,0.0837,0.141,4.6869999999999985,0.172,1,-0.128,-1,-0.3804,-1
216,2017-10-19,0.16569999999999996,1,3.0743,1,0.5647,0.21600000000000003,4.224,0.56,1,0.06469999999999998,1,3.0089,1
217,2017-10-20,1.1215,1,-0.2023,-1,1.1215,0.098,3.2510000000000003,0.6499999999999999,1,0.09820000000000008,1,0.9193,1
218,2017-10-24,0.1027,1,3.3587,1,-0.1933,0.145,2.688,0.16699999999999998,-1,0.6733999999999999,1,0.4215,1
219,2017-11-08,-0.4894,-1,0.478,1,-0.006300000000000028,0.212,2.3890000000000002,0.39899999999999997,-1,0.06680000000000003,1,0.0,-1
220,2017-11-09,0.2023,1,1.7356999999999998,1,0.2023,0.0,0.735,0.265,1,1.2787000000000002,1,-0.2263,-1
221,2017-11-10,0.05920000000000002,1,0.5719,1,0.0,0.0,3.0,0.0,-1,0.4588,1,0.3182,1
222,2017-11-21,0.1779,1,2.4114,1,0.0,0.0,2.0,0.0,-1,0.8732,1,0.8073,1
223,2017-11-24,1.5019999999999998,1,3.5919,1,0.4277,0.124,1.548,0.327,1,-0.2732,-1,0.0,-1
224,2017-11-27,0.4404,1,2.7388000000000003,1,1.7088,0.204,3.802,0.9940000000000001,1,0.0,-1,0.7351,1
225,2017-11-28,-0.4137,-1,5.6105,1,0.9343,0.0,2.4130000000000003,0.5870000000000001,1,1.0678999999999998,1,-0.3146,-1
226,2017-12-08,0.6828,1,0.9483,1,0.4019,0.0,0.69,0.31,1,0.0,-1,0.4019,1
227,2017-12-11,0.0,-1,1.1579,1,0.0,0.0,1.0,0.0,-1,0.0,-1,0.2771,1
228,2017-12-12,0.5267,1,0.6624,1,0.4019,0.0,1.787,0.213,1,1.0162,1,0.0,-1
229,2017-12-14,-0.4002,-1,0.8146,1,0.0,0.0,1.0,0.0,-1,0.0,-1,1.7134999999999998,1
230,2017-12-15,0.30360000000000004,1,2.1088,1,0.25359999999999994,0.401,2.995,0.604,1,0.4588,1,-1.7565000000000002,-1
231,2017-12-19,0.6486,1,1.5517999999999998,1,-1.8546,1.44,5.942,0.618,-1,0.8803,1,0.4926,1
232,2017-12-20,0.0,-1,0.6284000000000001,1,0.0258,0.0,0.879,0.121,1,0.3818,1,0.4396,1
233,2017-12-21,0.06789999999999996,1,0.2023,1,-0.4767,0.22,1.78,0.0,-1,0.4588,1,0.6111000000000002,1
234,2017-12-26,0.3182,1,3.3224,1,0.5798,0.0,1.501,0.499,1,0.0222,1,3.9668,1
235,2017-12-27,0.0258,1,0.6627000000000001,1,-0.2702,0.249,2.623,0.127,-1,0.5328000000000002,1,0.0,-1
236,2018-01-08,-0.026600000000000013,-1,-0.2988,-1,-0.0008000000000000228,0.212,2.359,0.429,-1,0.743,1,0.3818,1
237,2018-01-09,2.2893,1,-0.9406,-1,0.8712000000000002,0.7360000000000001,7.164,1.099,1,0.0,-1,0.3182,1
238,2018-01-12,0.0,-1,0.4404,1,0.19220000000000012,0.659,13.6,0.741,1,0.0,-1,0.8705,1
239,2018-01-24,2.1766,1,1.7931,1,0.0,0.273,4.454,0.273,-1,0.7299,1,0.128,1
240,2018-01-29,-0.4091,-1,1.1473,1,0.4136,0.128,2.476,0.396,1,0.34,1,1.4878999999999998,1
241,2018-01-30,1.2515,1,3.1944000000000004,1,-0.07360000000000003,0.552,3.8169999999999997,0.631,-1,0.2023,1,0.0,-1
242,2018-02-01,-0.2718,-1,1.9626,1,3.8803,0.615,11.916,2.47,1,0.6815,1,0.8712999999999999,1
243,2018-02-02,-1.6999,-1,0.17629999999999993,1,0.0,0.0,1.0,0.0,-1,0.4846,1,0.1059,1
244,2018-02-05,0.7769999999999999,1,1.1262,1,0.3182,0.0,3.867,0.133,1,0.3818,1,1.4352,1
245,2018-02-06,0.5707,1,1.8581,1,-0.8413000000000002,0.638,3.091,0.271,-1,0.0,-1,2.7101,1
246,2018-02-16,-0.2259,-1,-0.17869999999999994,-1,0.3904,0.264,3.1839999999999997,0.5519999999999999,1,-0.5106,-1,-0.5994,-1
247,2018-02-21,0.4588,1,2.5827,1,0.0,0.0,1.0,0.0,-1,-0.7419,-1,2.2102,1
248,2018-02-28,0.4588,1,1.9179,1,0.7397,0.0,1.619,0.381,1,-0.3182,-1,0.0,-1
249,2018-03-05,0.7655000000000001,1,1.9808,1,0.0,0.0,1.0,0.0,-1,0.3182,1,0.4588,1
250,2018-03-06,-0.4019,-1,1.6433000000000002,1,-2.1236,1.368,3.632,0.0,-1,0.6867000000000001,1,0.7773,1
251,2018-03-08,0.7948999999999999,1,-0.2809,-1,0.374,0.318,2.501,0.18100000000000002,1,-0.17049999999999998,-1,1.4612999999999998,1
252,2018-03-09,0.0,-1,1.3953999999999998,1,0.128,0.0,1.8419999999999999,0.158,1,0.06359999999999999,1,3.1967,1
253,2018-03-12,0.5267,1,1.1864,1,0.0,0.0,1.0,0.0,-1,1.1095000000000002,1,0.6588,1
254,2018-03-14,-0.9447,-1,1.8082,1,1.0786000000000002,0.419,2.7310000000000003,0.8500000000000001,1,1.2544,1,0.8423,1
255,2018-03-15,0.0,-1,0.16909999999999994,1,0.0,0.0,1.0,0.0,-1,0.2023,1,1.135,1
256,2018-03-19,0.4217,1,0.8270000000000001,1,-1.8337,3.111,21.754000000000005,2.134,-1,-1.4181,-1,0.0,-1
257,2018-03-20,-0.25930000000000003,-1,1.1002,1,-0.6564,1.742,15.911,1.348,-1,-0.5464,-1,0.3612,1
258,2018-03-21,-0.5523,-1,0.1779,1,2.0759,0.332,12.473,1.195,1,1.9796,1,-0.29600000000000004,-1
259,2018-03-22,0.0,-1,0.7353000000000001,1,-1.5734,1.9269999999999998,8.961,1.111,-1,0.4143,1,2.7423,1
260,2018-03-23,0.5994,1,0.3558,1,-2.4926000000000004,1.761,7.548999999999999,0.6929999999999998,-1,0.8200000000000001,1,4.1157,1
261,2018-03-26,0.6883,1,0.7219999999999999,1,-1.5454,2.501,14.6,1.9,-1,0.8121,1,1.9592,1
262,2018-03-27,1.6842,1,1.1586,1,-0.9670000000000001,1.5179999999999998,12.321000000000005,1.1610000000000005,-1,-2.0912,-1,0.4791,1
263,2018-03-28,0.7984000000000001,1,-0.20519999999999994,-1,0.5225000000000002,1.4509999999999998,13.812999999999999,1.7360000000000002,1,-0.6814,-1,1.3693,1
264,2018-03-31,0.0,-1,0.8176,1,0.2263,0.11599999999999999,1.744,0.14,1,-1.4702,-1,2.0826,1
265,2018-04-02,-0.4665,-1,-0.7929999999999999,-1,-2.0894,1.4269999999999998,7.354,0.219,-1,-2.7785,-1,1.6145000000000005,1
266,2018-04-04,0.7030000000000001,1,3.2864000000000004,1,-0.8370000000000001,2.7380000000000004,17.298000000000002,1.965,-1,-0.020000000000000132,-1,0.4404,1
267,2018-04-05,0.0,-1,0.4828000000000001,1,0.9814999999999996,1.255,9.720000000000002,2.026,1,-0.34,-1,0.2263,1
268,2018-04-06,0.34,1,-0.7777999999999998,-1,-0.6904,0.414,4.5089999999999995,0.077,-1,-0.6486,-1,0.5106,1
269,2018-04-09,0.03959999999999997,1,-0.447,-1,0.9515,0.7130000000000001,11.97,1.3170000000000002,1,0.29600000000000004,1,0.5106,1
270,2018-04-10,1.548,1,1.3399,1,1.6857000000000002,0.951,8.267000000000001,1.7839999999999998,1,-0.7924999999999999,-1,-0.2975,-1
271,2018-04-11,0.5574,1,1.3864999999999998,1,0.2582,0.42,5.955,0.623,1,-0.6249,-1,0.0,-1
272,2018-04-12,-0.2263,-1,0.564,1,-0.06969999999999997,0.306,1.561,0.133,-1,-0.7351,-1,1.2484000000000002,1
273,2018-04-13,0.0,-1,0.3130000000000001,1,-0.25,0.11199999999999999,0.8290000000000001,0.059000000000000004,-1,2.1502,1,-0.4843,-1
274,2018-04-16,0.7269,1,1.7640000000000002,1,0.04139999999999994,0.479,3.132,0.389,1,1.0339,1,-0.6124,-1
275,2018-04-17,-0.29600000000000004,-1,3.318,1,2.2481,0.124,6.202999999999999,1.673,1,1.5232,1,0.9667,1
276,2018-04-25,-0.6124,-1,-0.1593000000000001,-1,0.13220000000000004,0.435,6.789,0.775,1,0.5859,1,0.6249,1
277,2018-04-26,0.0,-1,1.6953,1,3.8009,0.47100000000000003,12.114,2.415,1,0.4215,1,0.0,-1
278,2018-04-30,2.3166,1,1.5955,1,0.6572,0.0,2.694,0.306,1,0.0,-1,0.0,-1
279,2018-05-01,0.6623,1,4.3462999999999985,1,3.5177,0.113,6.7200000000000015,2.167,1,-0.03970000000000001,-1,0.29600000000000004,1
280,2018-05-02,1.229,1,0.9668000000000004,1,0.21160000000000007,0.281,3.2060000000000004,0.513,1,-0.9564,-1,0.0772,1
281,2018-05-03,0.4019,1,2.7933,1,0.4596,0.153,2.37,0.476,1,-1.8838999999999997,-1,0.5095,1
282,2018-05-04,0.8406,1,0.8406,1,0.2088,0.11199999999999999,1.556,0.332,1,-0.5848,-1,3.2799,1
283,2018-05-07,0.8146,1,1.505,1,0.2241,0.315,1.273,0.41200000000000003,1,0.6369,1,-0.5719,-1
284,2018-05-08,0.0,-1,0.0,-1,0.8578,0.0,0.45799999999999996,0.542,1,1.0187,1,1.6161,1
285,2018-05-09,0.5423,1,1.0554,1,-0.2212,0.19,1.81,0.0,-1,-1.5001,-1,1.7988,1
286,2018-05-10,0.5859,1,1.5977,1,0.0,0.0,1.0,0.0,-1,-1.0143,-1,3.3629000000000007,1
287,2018-05-14,0.3802,1,1.4767,1,0.2023,0.0,2.878,0.122,1,1.8538,1,-0.992,-1
288,2018-05-17,1.5661999999999998,1,1.9249,1,1.1692999999999998,0.152,3.179,0.6689999999999999,1,-0.6111,-1,0.7175,1
289,2018-05-18,-0.060700000000000025,-1,0.6174999999999999,1,0.0772,0.055999999999999994,2.88,0.065,1,0.0,-1,-0.5414,-1
290,2018-05-21,0.0,-1,1.1438,1,0.0,0.0,1.0,0.0,-1,1.7039999999999995,1,3.6959,1
291,2018-05-22,0.0,-1,0.4351000000000001,1,0.0,0.0,3.0,0.0,-1,-0.3528,-1,10.1293,1
292,2018-05-23,0.6294,1,0.5267,1,0.0,0.0,1.0,0.0,-1,-0.645,-1,2.5658,1
293,2018-05-24,0.0,-1,1.026,1,0.01839999999999997,0.244,2.525,0.231,1,-0.8922,-1,5.920400000000001,1
294,2018-05-30,-0.3219,-1,2.9502000000000006,1,0.0,0.0,2.0,0.0,-1,0.1138,1,4.2675,1
295,2018-05-31,0.4961,1,-0.18439999999999995,-1,0.029599999999999963,0.33299999999999996,2.401,0.266,1,-0.4215,-1,0.7105999999999999,1
296,2018-06-01,-0.5163,-1,0.5782,1,0.8406,0.0,5.455,0.5449999999999999,1,0.3182,1,4.1864,1
297,2018-06-04,0.9125,1,1.4657999999999998,1,1.5405,0.172,6.444,1.384,1,0.1779,1,0.8744999999999999,1
298,2018-06-05,0.2512,1,-0.4967999999999999,-1,-0.4447,0.7909999999999999,6.62,0.589,-1,-0.7201,-1,0.9001,1
299,2018-06-06,0.7882,1,2.6274999999999995,1,1.0797,0.0,6.3530000000000015,0.647,1,3.6604,1,0.0,-1
300,2018-06-07,0.6253,1,2.7597000000000005,1,2.2799,0.106,5.395999999999999,1.4980000000000002,1,0.08490000000000003,1,0.4677000000000001,1
301,2018-06-11,0.0,-1,-0.3913999999999999,-1,0.7636,0.0,3.585,0.415,1,0.8225,1,0.0,-1
302,2018-06-12,-0.5267,-1,1.628,1,-0.9085,0.515,2.365,0.12,-1,-1.7251,-1,-0.04670000000000002,-1
303,2018-06-13,0.5423,1,1.2334,1,0.4215,0.08900000000000001,2.714,0.196,1,1.3982,1,1.0388,1
304,2018-06-14,0.1406,1,3.6356,1,0.25,0.0,3.867,0.133,1,-0.5913999999999999,-1,0.0,-1
305,2018-06-18,0.5816,1,0.0998,1,0.4588,0.0,0.8240000000000001,0.17600000000000002,1,-1.8649,-1,0.7003,1
306,2018-06-19,0.8149,1,3.5556,1,-0.1027,0.27,2.492,0.23800000000000002,-1,-1.3866999999999998,-1,5.4898,1
307,2018-06-20,0.0,-1,2.7786,1,0.8803,0.0,3.384,0.616,1,-0.5719,-1,2.1789,1
308,2018-06-22,-0.2809,-1,1.4383,1,0.1779,0.0,0.746,0.254,1,-1.2251,-1,6.985100000000001,1
309,2018-06-26,0.5104,1,4.8855,1,-0.7543,0.9520000000000001,1.789,0.259,-1,-1.1963,-1,1.7441,1
310,2018-06-28,0.5564,1,3.8582,1,0.7988,0.0,4.2139999999999995,0.7859999999999999,1,-0.3062,-1,3.4135,1
311,2018-07-03,-0.8449,-1,3.1415,1,0.2942000000000001,0.187,2.55,0.263,1,0.4245999999999999,1,0.0,-1
312,2018-07-06,0.6979,1,1.1567,1,1.6737000000000002,0.0,7.052999999999999,0.947,1,0.5106,1,2.3819,1
313,2018-07-09,0.9207,1,1.2243,1,0.7184,0.0,1.455,0.545,1,-0.5994,-1,2.4181,1
314,2018-07-10,0.8506,1,2.5736,1,0.6242999999999999,0.161,2.116,0.723,1,1.4443,1,3.5813999999999995,1
315,2018-07-11,0.6095,1,0.0,-1,1.2827,0.165,4.819,1.016,1,0.1628,1,6.535100000000001,1
316,2018-07-12,0.5859,1,3.1996,1,0.8518,0.231,3.967,0.802,1,1.7154999999999998,1,8.9752,1
317,2018-07-13,0.4588,1,1.6597,1,2.3444000000000003,0.172,5.48,1.348,1,-0.6294,-1,2.7373,1
318,2018-07-17,0.04999999999999993,1,3.1552,1,-0.4767,0.237,2.763,0.0,-1,0.4927,1,0.4404,1
319,2018-07-18,0.6965999999999999,1,1.399,1,-0.6249,0.33899999999999997,0.6609999999999999,0.0,-1,0.7124000000000001,1,0.8265999999999999,1
320,2018-07-20,0.4939,1,2.9894,1,0.6829999999999999,0.174,3.346,0.481,1,0.5900000000000001,1,1.2938,1
321,2018-07-23,-0.34700000000000003,-1,0.4766,1,0.5106,0.0,2.645,0.355,1,1.7998999999999996,1,3.5584,1
322,2018-07-24,4.435900000000001,1,1.398,1,3.0254000000000003,0.0,4.087,1.913,1,-0.14869999999999986,-1,0.6588,1
323,2018-07-25,0.0,-1,0.4887,1,0.8085,0.405,9.704,0.8909999999999999,1,0.8502000000000001,1,1.0379,1
324,2018-07-27,0.0,-1,3.0972,1,0.2915,0.623,6.885,0.49200000000000005,1,0.3612,1,0.4404,1
325,2018-07-30,0.5546000000000001,1,0.13350000000000006,1,-0.04949999999999999,1.365,6.457999999999998,1.176,-1,0.0,-1,1.2595999999999998,1
326,2018-07-31,1.2577,1,1.2521,1,1.1019,0.102,4.439,0.459,1,0.4767,1,2.4938,1
327,2018-08-01,0.1869,1,1.196,1,0.7547999999999999,0.0,4.756,0.244,1,0.8148,1,6.9254000000000016,1
328,2018-08-02,0.0,-1,0.3802,1,1.5407,0.0,3.9010000000000002,1.099,1,1.9409,1,0.0,-1
329,2018-08-08,-0.10379999999999998,-1,1.1379,1,-0.6142,0.531,3.4690000000000003,0.0,-1,1.0489,1,0.028699999999999986,1
330,2018-08-10,-0.6705,-1,-0.1531,-1,1.4056000000000002,0.14800000000000002,3.779,1.073,1,-0.23199999999999996,-1,1.5349,1
331,2018-08-13,1.0429,1,0.9247,1,1.2004,0.0,3.139,0.861,1,2.2299,1,0.7072,1
332,2018-08-14,0.9176,1,1.0307,1,1.9209000000000005,0.51,7.027000000000001,1.462,1,0.9018999999999996,1,0.4404,1
333,2018-08-16,0.1027,1,0.5095000000000001,1,-0.7845,0.58,3.42,0.0,-1,-0.2738000000000001,-1,0.6757000000000001,1
334,2018-08-21,0.387,1,0.7756,1,0.3446,0.309,3.9789999999999996,0.7120000000000001,1,0.7384000000000001,1,-0.5621,-1
335,2018-08-22,0.0,-1,2.2195,1,1.3847,0.0,6.112,0.888,1,0.7397,1,1.3391,1
336,2018-08-23,1.7780999999999998,1,0.0,-1,1.5895,0.086,3.986,0.928,1,0.8957999999999999,1,2.9746,1
337,2018-08-27,0.0,-1,0.7498,1,0.3732,0.059000000000000004,4.736000000000001,0.205,1,1.4251999999999998,1,0.0772,1
338,2018-08-28,0.217,1,2.8087,1,1.705,0.0,4.724,1.276,1,1.1249999999999998,1,1.7674,1
339,2018-08-29,0.25120000000000003,1,3.1468000000000003,1,0.0232,0.153,4.4220000000000015,0.424,1,0.08000000000000017,1,0.0,-1
340,2018-08-30,0.4791,1,2.1987,1,0.4588,0.0,2.852,0.14800000000000002,1,0.5424,1,0.0,-1
341,2018-08-31,0.3619,1,0.28690000000000004,1,-0.2912,0.493,3.012,0.494,-1,0.3989,1,1.6261,1
342,2018-09-05,0.8265,1,3.4793,1,1.6098,0.613,8.892000000000001,1.493,1,0.9176,1,-0.0994,-1
343,2018-09-06,0.4019,1,-0.26280000000000003,-1,0.0,0.0,3.0,0.0,-1,0.06119999999999998,1,0.0,-1
344,2018-09-07,0.0,-1,0.3558,1,0.6709999999999999,0.078,6.5120000000000005,0.41,1,-0.3109999999999999,-1,0.2022,1
345,2018-09-11,0.6249,1,0.5719,1,0.0,0.0,2.0,0.0,-1,0.4526,1,0.7866,1
346,2018-09-12,0.8146,1,0.4511,1,0.3558,0.0,4.492,0.508,1,-0.6904,-1,1.0726,1
347,2018-09-13,0.4019,1,0.8543000000000001,1,0.1027,0.0,1.811,0.18899999999999997,1,0.399,1,0.21410000000000007,1
348,2018-09-14,0.0,-1,0.3558,1,0.4588,0.0,1.852,0.14800000000000002,1,-0.628,-1,2.4717,1
349,2018-09-17,0.3243999999999999,1,2.6018,1,0.9855,0.0,2.414,0.5860000000000001,1,-1.2249,-1,7.041800000000001,1
350,2018-09-18,-0.2263,-1,3.8452,1,-1.2109999999999999,0.9359999999999999,4.952,0.11199999999999999,-1,0.9909000000000004,1,4.07,1
351,2018-09-19,0.8017,1,3.0283,1,0.863,0.10400000000000001,2.249,0.647,1,0.0,-1,0.4668999999999999,1
